Linux 2.6.18-164.el5 (peglinux1) 	06/05/2010

Time: 07:10:08 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.10    0.01    9.87    2.49    0.00   86.53

Device:         rrqm/s   wrqm/s   r/s   w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
Device:         rrqm/s   wrqm/s   r/s   w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda1              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda2              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda3              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda4              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda5              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda6              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda7              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sda8              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdb               0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdb1              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdb2              0.00     0.00  0.00  0.00     0.00     0.00     0.00 614891469123650.75    0.00   0.00 100.01
sdb3              0.00     0.00  0.00  0.00     0.00     0.00     0.00     1.00    0.00   0.00 100.01
sdc               0.00     6.13  0.00  0.77     0.00    55.20    72.00     0.01   15.17   5.65   0.43
sdc1              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdc2              0.00     0.67  0.00  0.20     0.00     6.93    34.67     0.00    8.33   8.33   0.17
sdc3              0.00     5.47  0.00  0.57     0.00    48.27    85.18     0.01   17.59   4.71   0.27
sdc4              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdc5              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdd               0.00     0.00  0.23  5.17     1.93    44.87     8.67     0.00    0.81   0.79   0.43
sdd3              0.00     0.00  0.23  5.17     1.93    44.87     8.67     0.00    0.81   0.79   0.43
sde               0.00     0.00  0.13  4.03     0.53    47.87    11.62     0.00    0.70   0.65   0.27
sde3              0.00     0.00  0.13  4.03     0.53    47.87    11.62     0.00    0.70   0.65   0.27
sdf               0.00     0.00  0.27  4.97     3.93    43.60     9.08     0.00    0.61   0.55   0.29
sdf3              0.00     0.00  0.27  4.97     3.93    43.60     9.08     0.00    0.61   0.55   0.29
sdg               0.00     0.00  0.07  3.93     0.53    49.70    12.56     0.00    0.55   0.47   0.19
sdg3              0.00     0.00  0.07  3.93     0.53    49.70    12.56     0.00    0.55   0.47   0.19
sdh               0.00     0.00  0.23  2.40     0.87    35.80    13.92     0.00    1.16   1.13   0.30
sdh3              0.00     0.00  0.23  2.40     0.87    35.80    13.92     0.00    1.16   1.13   0.30
sdi               0.00     0.00  0.20  3.63     6.40    45.67    13.58     0.00    0.52   0.49   0.19
sdi3              0.00     0.00  0.20  3.63     6.40    45.67    13.58     0.00    0.52   0.49   0.19
sdj               0.00     0.00  0.13  1.77     1.73    21.87    12.42     0.00    0.93   0.82   0.16
sdj3              0.00     0.00  0.13  1.77     1.73    21.87    12.42     0.00    0.93   0.82   0.16
sdk               0.00     0.00  0.33  2.37     6.13    31.67    14.00     0.00    1.54   0.93   0.25
sdk3              0.00     0.00  0.33  2.37     6.13    31.67    14.00     0.00    1.54   0.93   0.25
sdl               0.00     0.00  0.23  2.73     4.40    34.73    13.19     0.00    0.80   0.76   0.23
sdl3              0.00     0.00  0.23  2.73     4.40    34.73    13.19     0.00    0.80   0.76   0.23
sdm               0.00     0.00  0.23  5.23     3.33    41.40     8.18     0.00    0.63   0.45   0.25
sdm3              0.00     0.00  0.23  5.23     3.33    41.40     8.18     0.00    0.63   0.45   0.25
sdn               0.00     0.00  0.23  4.77     1.33    41.07     8.48     0.00    0.59   0.55   0.27
sdn3              0.00     0.00  0.23  4.77     1.33    41.07     8.48     0.00    0.59   0.55   0.27
sdo               0.00     0.00  0.17  4.70     1.47    49.60    10.49     0.01    1.15   1.06   0.52
sdo3              0.00     0.00  0.17  4.70     1.47    49.60    10.49     0.01    1.15   1.06   0.52
sdp               0.00     0.00  0.27  5.77     2.53    47.00     8.21     0.01    0.90   0.84   0.51
sdp3              0.00     0.00  0.27  5.77     2.53    47.00     8.21     0.01    0.90   0.84   0.51
sdq               0.00     0.00  0.33  4.90     6.87    47.27    10.34     0.00    0.68   0.63   0.33
sdq3              0.00     0.00  0.33  4.90     6.87    47.27    10.34     0.00    0.68   0.63   0.33
sdr               0.00     0.00  0.07  5.27     0.20    46.73     8.80     0.00    0.54   0.47   0.25
sdr3              0.00     0.00  0.07  5.27     0.20    46.73     8.80     0.00    0.54   0.47   0.25
sds               0.00     0.00  0.53  4.90     9.60    36.20     8.43     0.00    0.52   0.37   0.20
sds3              0.00     0.00  0.53  4.90     9.60    36.20     8.43     0.00    0.52   0.37   0.20
sdt               0.00     0.00  0.00  4.97     0.00    37.00     7.45     0.00    0.38   0.33   0.16
sdt3              0.00     0.00  0.00  4.97     0.00    37.00     7.45     0.00    0.38   0.33   0.16
sdu               0.00     0.00  0.27  4.70     5.60    46.80    10.55     0.00    0.77   0.49   0.24
sdu3              0.00     0.00  0.27  4.70     5.60    46.80    10.55     0.00    0.77   0.49   0.24
sdv               0.00     0.00  0.07  4.83     0.60    48.00     9.92     0.00    0.41   0.38   0.19
sdv3              0.00     0.00  0.07  4.83     0.60    48.00     9.92     0.00    0.41   0.38   0.19
sdw               0.00     0.00  0.10  3.30     1.33    44.40    13.45     0.00    0.43   0.42   0.14
sdw3              0.00     0.00  0.10  3.30     1.33    44.40    13.45     0.00    0.43   0.42   0.14
sdx               0.00     0.00  0.27  3.50     2.60    45.00    12.64     0.00    0.82   0.74   0.28
sdx3              0.00     0.00  0.27  3.50     2.60    45.00    12.64     0.00    0.82   0.74   0.28
sdy               0.00     0.00  0.27  3.13     5.80    34.40    11.82     0.00    1.25   0.85   0.29
sdy3              0.00     0.00  0.27  3.13     5.80    34.40    11.82     0.00    1.25   0.85   0.29
sdz               0.00     0.00  0.20  2.40     1.67    27.73    11.31     0.00    1.13   1.06   0.28
sdz3              0.00     0.00  0.20  2.40     1.67    27.73    11.31     0.00    1.13   1.06   0.28
sdaa              0.00     0.00  0.20  2.67     1.80    39.33    14.35     0.00    0.88   0.77   0.22
sdaa3             0.00     0.00  0.20  2.67     1.80    39.33    14.35     0.00    0.88   0.77   0.22
sdab              0.00     0.00  0.20  3.27     2.67    41.07    12.62     0.00    0.91   0.80   0.28
sdab3             0.00     0.00  0.20  3.27     2.67    41.07    12.62     0.00    0.91   0.80   0.28
sdac              0.00     0.00  0.10  4.57     0.73    42.80     9.33     0.00    0.84   0.79   0.37
sdac3             0.00     0.00  0.10  4.57     0.73    42.80     9.33     0.00    0.84   0.79   0.37
sdad              0.00     0.00  0.10  5.53     0.40    48.33     8.65     0.00    0.51   0.47   0.27
sdad3             0.00     0.00  0.10  5.53     0.40    48.33     8.65     0.00    0.51   0.47   0.27
sdae              0.00     0.00  0.10  4.97     0.87    39.20     7.91     0.00    0.45   0.41   0.21
sdae3             0.00     0.00  0.10  4.97     0.87    39.20     7.91     0.00    0.45   0.41   0.21
sdaf              0.00     0.00  0.30  4.97     2.93    38.87     7.94     0.01    0.97   0.89   0.47
sdaf3             0.00     0.00  0.30  4.97     2.93    38.87     7.94     0.01    0.97   0.89   0.47
sdag              0.00     0.00  0.13  5.10     4.87    39.13     8.41     0.00    0.68   0.52   0.27
sdag3             0.00     0.00  0.13  5.10     4.87    39.13     8.41     0.00    0.68   0.52   0.27
sdah              0.00     0.00  0.00  4.90     0.00    37.53     7.66     0.00    0.49   0.47   0.23
sdah3             0.00     0.00  0.00  4.90     0.00    37.53     7.66     0.00    0.49   0.47   0.23
sdai              0.00     0.00  0.40  4.63     9.07    34.40     8.64     0.00    0.79   0.65   0.33
sdai3             0.00     0.00  0.40  4.63     9.07    34.40     8.64     0.00    0.79   0.65   0.33
sdaj              0.00     0.00  0.23  4.20     2.00    43.67    10.30     0.00    0.68   0.60   0.27
sdaj3             0.00     0.00  0.23  4.20     2.00    43.67    10.30     0.00    0.68   0.60   0.27
sdak              0.00     0.00  0.10  5.50     1.13    39.67     7.29     0.00    0.55   0.49   0.27
sdak3             0.00     0.00  0.10  5.50     1.13    39.67     7.29     0.00    0.55   0.49   0.27
sdal              0.00     0.00  0.20  5.63     2.53    44.67     8.09     0.00    0.70   0.49   0.28
sdal3             0.00     0.00  0.20  5.63     2.53    44.67     8.09     0.00    0.70   0.49   0.28
sdam              0.00     0.00  0.33  3.50     6.67    46.87    13.97     0.01    1.49   0.92   0.35
sdam3             0.00     0.00  0.33  3.50     6.67    46.87    13.97     0.01    1.49   0.92   0.35
sdan              0.00     0.00  0.27  3.20     5.00    40.93    13.25     0.00    1.07   0.63   0.22
sdan3             0.00     0.00  0.27  3.20     5.00    40.93    13.25     0.00    1.07   0.63   0.22
sdao              0.00     0.00  0.33  2.37     7.40    32.47    14.77     0.00    1.17   1.09   0.29
sdao3             0.00     0.00  0.33  2.37     7.40    32.47    14.77     0.00    1.17   1.09   0.29
sdap              0.00     0.00  0.27  3.43     4.60    42.93    12.85     0.00    0.94   0.86   0.32
sdap3             0.00     0.00  0.27  3.43     4.60    42.93    12.85     0.00    0.94   0.86   0.32
sdaq              0.00     0.00  0.13  2.97     1.87    37.00    12.54     0.00    0.54   0.41   0.13
sdaq3             0.00     0.00  0.13  2.97     1.87    37.00    12.54     0.00    0.54   0.41   0.13
sdar              0.00     0.00  0.33  3.20     4.67    35.40    11.34     0.00    1.13   0.80   0.28
sdar3             0.00     0.00  0.33  3.20     4.67    35.40    11.34     0.00    1.13   0.80   0.28
sdas              0.00     0.00  0.10  5.33     0.67    47.20     8.81     0.00    0.41   0.39   0.21
sdas3             0.00     0.00  0.10  5.33     0.67    47.20     8.81     0.00    0.41   0.39   0.21
sdat              0.00     0.00  0.10  5.60     1.20    50.93     9.15     0.00    0.61   0.59   0.34
sdat3             0.00     0.00  0.10  5.60     1.20    50.93     9.15     0.00    0.61   0.60   0.34
sdau              0.00     0.00  0.17  5.37     1.73    41.47     7.81     0.00    0.37   0.37   0.20
sdau3             0.00     0.00  0.17  5.37     1.73    41.47     7.81     0.00    0.37   0.37   0.20
sdav              0.00     0.00  0.30  5.47     2.93    51.33     9.41     0.00    0.59   0.57   0.33
sdav3             0.00     0.00  0.30  5.47     2.93    51.33     9.41     0.00    0.59   0.57   0.33
sdaw              0.00     0.00  0.20  5.37     6.13    45.20     9.22     0.00    0.54   0.49   0.27
sdaw3             0.00     0.00  0.20  5.37     6.13    45.20     9.22     0.00    0.54   0.49   0.27
sdax              0.00     0.00  0.20  4.70     1.60    45.60     9.63     0.00    0.76   0.69   0.34
sdax3             0.00     0.00  0.20  4.70     1.60    45.60     9.63     0.00    0.76   0.69   0.34
sday              0.00     0.00  0.57  4.30    18.40    41.67    12.34     0.00    0.72   0.50   0.24
sday3             0.00     0.00  0.57  4.30    18.40    41.67    12.34     0.00    0.72   0.50   0.24
sdaz              0.00     0.00  0.20  5.00     1.67    41.40     8.28     0.00    0.91   0.88   0.46
sdaz3             0.00     0.00  0.20  5.00     1.67    41.40     8.28     0.00    0.91   0.88   0.46
sdba              0.00     0.00  0.10  4.57     0.73    35.60     7.79     0.00    0.80   0.79   0.37
sdba3             0.00     0.00  0.10  4.57     0.73    35.60     7.79     0.00    0.80   0.79   0.37
sdbb              0.00     0.00  0.07  5.27     0.60    47.33     8.99     0.00    0.42   0.38   0.20
sdbb3             0.00     0.00  0.07  5.27     0.60    47.33     8.99     0.00    0.42   0.38   0.20
sdbc              0.00     0.00  0.20  2.70     2.07    35.47    12.94     0.00    1.29   0.91   0.26
sdbc3             0.00     0.00  0.20  2.70     2.07    35.47    12.94     0.00    1.29   0.91   0.26
sdbd              0.00     0.00  0.10  3.00     4.80    37.40    13.61     0.00    0.86   0.73   0.23
sdbd3             0.00     0.00  0.10  3.00     4.80    37.40    13.61     0.00    0.86   0.73   0.23
sdbe              0.00     0.00  0.20  3.17     3.20    47.40    15.03     0.00    0.83   0.59   0.20
sdbe3             0.00     0.00  0.20  3.17     3.20    47.40    15.03     0.00    0.83   0.59   0.20
sdbf              0.00     0.00  0.17  2.67     3.27    32.07    12.47     0.00    0.86   0.68   0.19
sdbf3             0.00     0.00  0.17  2.67     3.27    32.07    12.47     0.00    0.86   0.68   0.19
sdbg              0.00     0.00  0.00  2.63     0.00    31.73    12.05     0.00    0.58   0.42   0.11
sdbg3             0.00     0.00  0.00  2.63     0.00    31.73    12.05     0.00    0.58   0.42   0.11
sdbh              0.00     0.00  0.47  4.40     9.13    44.23    10.97     0.01    1.67   0.86   0.42
sdbh3             0.00     0.00  0.47  4.40     9.13    44.23    10.97     0.01    1.67   0.86   0.42
sdbi              0.00     0.00  0.07  4.57     1.07    36.93     8.20     0.00    0.55   0.54   0.25
sdbi3             0.00     0.00  0.07  4.57     1.07    36.93     8.20     0.00    0.55   0.54   0.25
sdbj              0.00     0.00  0.03  4.33     0.27    43.27     9.97     0.00    0.69   0.56   0.24
sdbj3             0.00     0.00  0.03  4.33     0.27    43.27     9.97     0.00    0.69   0.56   0.24
sdbk              0.00     0.00  0.13  4.93     2.13    44.80     9.26     0.00    0.89   0.61   0.31
sdbk3             0.00     0.00  0.13  4.93     2.13    44.80     9.26     0.00    0.89   0.61   0.31
sdbl              0.00     0.00  0.10  5.27     1.33    49.60     9.49     0.00    0.40   0.36   0.19
sdbl3             0.00     0.00  0.10  5.27     1.33    49.60     9.49     0.00    0.40   0.36   0.19
sdbm              0.00     0.00  0.10  5.53     4.53    48.33     9.38     0.00    0.82   0.67   0.38
sdbm3             0.00     0.00  0.10  5.53     4.53    48.33     9.38     0.00    0.82   0.67   0.38
sdbn              0.00     0.00  0.13  4.70     2.40    43.80     9.56     0.00    0.53   0.48   0.23
sdbn3             0.00     0.00  0.13  4.70     2.40    43.80     9.56     0.00    0.53   0.48   0.23
sdbo              0.00     0.00  0.43  4.67    18.33    36.60    10.77     0.01    1.20   0.94   0.48
sdbo3             0.00     0.00  0.43  4.67    18.33    36.60    10.77     0.01    1.20   0.94   0.48
sdbp              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdbq              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdbr              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdbs              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdbt              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdbu              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdbv              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdbw              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdbx              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdby              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
sdbz              0.00     0.00  0.00  0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
