CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
 56 1445   0 25830   144    6  240    2   65  509    0  3072    9  30   0  61
 57  451   0 13792    47    3   93    1   22  127    0  1448    2   5   0  92
 58   95   0 1110    14    5   12    0    5   23    0   127    0   0   0 100
 59   36   0 1027    18    5   15    0    4   31    0   185    0   0   0  99
 60  178   0 1234    16    3   20    0    7   33    0   224    0   1   0  98
 61  294   0  361    16    1   22    0    7   74    0   311    1   2   0  97
 62  308   0 4022    25    1   43    0   10  129    0   465    1   3   0  96
 63  411   0 22005    49    1   70    4   18  242    0  1518   13  47   0  39
Sun Jul 11 16:18:11 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0  641   0 11150   257    7   84    0   23  249    0  1269    2   8   0  90
  1 2102   0 34691   162    4  268    3   87  744    1  3539   10  29   0  61
  2  459   0 18050    60    3   97    0   28  318    1  1324    5  19   0  76
  3  167   0 3852    13    0   22    0    8   60    0   361    1   1   0  98
  4  646   0 5961    45    1   73    0   25  223    0   858    2   6   0  92
  5  524   0 8087    44    2   78    0   26  400    0   848    2   5   0  93
  6  451   0 8118    53    1   85    0   21  246    0   870    1   4   0  94
  7  436   0 13653    54    1   88    0   20  240    0  1220    2   5   0  93
  8  228   0 1231    17    0   23    0    8   47    0   260    0   2   0  98
  9  416   0 8376    36    0   64    0   21  204    0   766    1   4   0  95
 10 1222   0 25871   105    4  155    5   51  527    1  2315   17  56   0  27
 11  564   0 17156    73    2  113    1   35  168    0  1725    2   6   0  91
 12  603   0 13479    52    1   80    0   23  196    0  1587    3   6   0  90
 13  409   0 12852    52    0   78    0   20  183    0  1109    2   5   0  93
 14  333   0 2765    19    1   26    0    9   75    0   350    1   3   0  96
 15  492   0 1697    47    3   64    0   20  202    0   634    3   4   0  93
 16  341   0  516    14    0   24    0   11  191    0   266    1   2   0  97
 17  149   0 3002    24    1   30    0    8   55    0   353    0   2   0  98
 18  656   0 11145    66    5  103    1   28  249    0  1222    2   7   0  91
 19 2995   0 30555   214   11  352    3  109 1149    1  4341   10  29   0  62
 20 1469   0 17173   139   13  222    0   57  645    1  2359    5  13   0  82
 21  122   0 2644    53    5   81    0    9   49    0   474    1   1   0  98
 22  159   0 15572    46    1   76    0   17  149    0  1038    1   3   0  95
 23  395   0 5615    36    1   50    0   16  174    0   627    1   4   0  95
 24  812   0 8949    39    0   64    0   22  316    0  1193    2   7   0  90
 25  421   0 8696    55    3   86    0   18  149    0   912    2   4   0  94
 26  653   0 4661    42    0   69    0   19  333    0   988    2   6   0  92
 27  613   0 35250   121    3  186    0   43  426    0  2699    3   9   0  87
 28 2732   0 34923   174    3  307    3   99 1184    1  4432   11  34   0  55
 29  739   0 21882    67   10  106    0   29  402    0  1645    3   9   0  88
 30  309   0 1488    28    0   45    0   14  144    0   416    1   2   0  97
 31  299   0 5241    20    0   34    0    9  134    0   489    1   3   0  96
 32  479   0 28314    73    4  128    0   32  316    0  2202    2   7   0  91
 33  557   0 4531    47    5   66    1   21  267    0   733    2   5   0  93
 34  598   0 5703    54    3   81    0   25  363    0   888    2   6   0  92
 35  510   0 22399    81    2  138    0   26  345    0  2025    3   7   0  90
 36  993   0 14113    60    3  105    0   35  443    0  1370    3  10   0  87
 37 2295   0 35526   233   11  390    1  116 1134    1  4338    8  23   0  68
 38  523   0 8188    64    3   94    0   28  332    0  1086    2   5   0  93
 39  325   0 1228    22    1   32    0   13  227    0   286    1   2   0  97
 40  579   0 9994    47    0   75    0   21  240    0  1047    2   6   0  92
 41  508   0 17857    45    0   84    0   20  275    0  1205    2   6   0  92
 42  524   0 6742    48    2   70    1   21  284    0  1424    8   5   0  87
 43  542   0 5009    49    0   69    0   22  272    0   807    2   5   0  93
 44  560   0 5802    24    0   45    0   16  284    0   731    1   5   0  93
 45  529   0 14702    48    1   82    0   25  332    0  1066    2   6   0  92
 46 1589   0 29466   140    5  231    3   69  776    1  5732   25  21   0  54
 47  599   0 12934    55    2   83    0   30  227    0  1059    2   6   0  92
 48 1101   0 13417   104   11  152    1   46  429    0  1777    4  11   0  85
 49  293   0 5233    26    3   34    0    8  125    0   416    1   3   0  96
 50   95   0 10156    27    0   48    0    9   70    0   638    0   2   0  98
 51   64   0 1111    26    3   27    0    6   34    0  1182    9   1   0  90
 52  131   0 2773    14    1   20    0    6   75    0   265    0   1   0  98
 53   91   0  200    12    1   12    0    5   28    0    76    0   1   0  99
 54  137   0  790    25    2   29    1   12   82    0  2152   19   1   0  79
 55 1114   0 14328    89    2  152    3   50  463    0  6435   50  11   0  39
 56 2866   0 33394   194    7  334    3  110 1101    0  4336   10  28   0  62
 57  614   0 18219    59    2  117    0   28  319    0  1810    2   7   0  91
 58  254   0 7984    29    6   40    0   10  101    0   589    1   2   0  97
 59  234   0 6084    30    8   34    0   10  121    0   575    1   2   0  97
 60  768   0 8107    45    1   78    0   24  297    0  1194    2   7   0  90
 61  635   0 5640    52    0   94    0   25  270    0   913    2   5   0  93
 62  467   0 4639    44    4   74    0   19  260    0   657    1   4   0  94
 63  604   0 17301    53    0   92    1   30  398    0  1200    3  13   0  84
Sun Jul 11 16:18:13 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0 1065   0 11886   256    2  101    0   37  303    0  1351    3  11   0  86
  1 1874   0 38437   180   14  293    0   93  902    0  4779   21  19   0  60
  2  561   0 10263    63    5  106    0   30  396    0  1081    2   5   0  93
  3  269   0 4356    20    0   32    0   11  240    0   441    0   3   0  97
  4  745   0 19915    79    6  134    0   30  473    0  1890    3   9   0  88
  5  480   0 8697    61    3  103    0   21  274    0  1033    1   5   0  93
  6  790   0 4944    50    4   79    0   27  334    0   832    2   7   0  91
  7  497   0 15601    68    2  117    1   23  246    0  1438    2   6   0  92
  8  554   0 5652    25    0   46    0   18  230    0   679    1   5   0  94
  9  580   0 6832    38    1   65    0   23  287    0   711    2   5   0  93
 10 1743   0 38875   184    6  310    3   91  770    0  3836   13  41   0  47
 11  573   0 8888    56    3   83    0   29  215    0  1298    3   6   0  91
 12  529   0 2791    50    1   81    0   23  209    0   691    1   5   0  94
 13  609   0 30430    69    1  123    0   31  367    0  2210    3   8   0  89
 14  499   0 2807    30    0   49    0   16  225    0   595    1   4   0  94
 15  357   0 9346    43    4   71    0   17  198    0   830    1   4   0  95
 16  521   0 1201    28    0   50    0   15  241    0   542    1   4   0  94
 17  304   0 4234    33    1   58    0   16  255    0   682    1   3   0  96
 18  751   0 8665    55    0   87    0   30  417    0   982    2   7   0  91
 19 2484   0 41614   215    5  376    4  111 1338    0  4451    9  25   0  66
 20 1904   0 18733   107    1  192    0   58 1075    0  2373    6  17   0  77
 21  348   0 2413    27    0   47    0   17  179    0   515    1   3   0  96
 22  317   0 11739    40    1   67    0   19  222    0  1010    1   3   0  95
 23  299   0 3331    29    0   47    0   13  194    0   477    1   3   0  96
 24  527   0 1992    33    4   52    0   17  277    0   458    1   4   0  94
 25  428   0 6833    38    2   53    0   17  263    0   771    1   4   0  94
 26  404   0 8745    60    4   87    0   21  288    0  1113    2   5   0  93
 27 1030   0 27655    88    1  159    0   45  706    0  2202    4  12   0  84
 28 2393   0 31736   192    6  322    5  102 1279    0  4552   19  31   0  50
 29  580   0 12636    80   12  109    0   34  360    1  1434    2   7   0  91
 30  173   0 4273    18    1   28    0   11  137    0   357    0   2   0  98
 31  132   0  161    12    0   18    0    6  121    0   153    0   1   0  99
 32  374   0 23161    48    0   89    2   18  252    0  1390    8  28   0  64
 33  317   0 6668    42    1   63    0   16  162    0   638    1   3   0  96
 34  468   0 2971    40    5   58    0   16  281    0   771    2   4   0  94
 35  164   0 7973    28    0   43    0   10  132    0   734    0   2   0  98
 36  397   0 10333    33    1   61    0   20  242    0   865    1   4   0  94
 37 1909   0 38598   156    4  300    3   77  833    1  3946   10  30   0  60
 38  386   0 7522    52    7   64    0   22  167    0   700    2   6   0  92
 39  188   0 3717    21    0   33    0   10  137    0   477    1   2   0  97
 40  474   0 9510    56    2   88    0   23  196    0  1086    2   5   0  93
 41  546   0 23215    69    0  123    1   29  444    0  2328    3  11   0  86
 42  570   0 17385    51    3   89    0   23  421    0  1064    2   6   0  91
 43  425   0 7282    57    1   77    0   19  240    0  1260    2   4   0  94
 44  618   0 5203    31    1   55    0   19  300    0   704    2   6   0  92
 45  678   0 3404    53    0   87    0   25  334    0   996    2   6   0  91
 46 2409   0 34403   184    6  315    1  105 1214    0  3716    8  23   0  68
 47  686   0 12701    77    5  112    0   32  396    1  1420    2   7   0  91
 48  233   0 10914    32    2   55    0   12  168    0   762    1   3   0  96
 49   96   0 6219    13    0   18    0    5   50    0   443    0   1   0  98
 50   62   0 7950    17    0   31    0    7   50    0   501    0   1   0  99
 51   50   0   65    14    1    6    6    1   16    0  7775   76   1   0  23
 52  189   0 2334    23    0   23    0    6   49    0   411    1   2   0  97
 53  138   0 1283    10    0   12    0    5   72    0   192    0   1   0  99
 54  464   0 11387    37    1   61    0   17  166    0  1013    2   5   0  93
 55 1534   0 36332   163    7  264    0   74  654    0  3484    6  19   0  75
 56 2886   0 31047   214    8  358    3  125 1391    1  4090   12  37   0  51
 57  548   0 8577    55    1  101    0   29  249    0   923    2   5   0  93
 58  231   0 2221    34    8   39    0   14  138    0   306    1   2   0  97
 59  132   0 1148    31   12   29    0    7  105    0   250    0   1   0  98
 60  522   0 1770    37    4   57    0   19  308    0   444    1   4   0  94
 61  386   0 2407    46    4   77    0   19  206    0   679    1   3   0  95
 62  574   0 10514    49    2   82    0   25  412    0  1053    2   6   0  92
 63  794   0 23418   101    8  161    0   37  382    0  2069    3   9   0  87
Sun Jul 11 16:18:15 IST 2010
CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  wt idl
  0  800   0 15842   250    3   87    0   25  247    0  1521    3  10   0  87
  1 1104   0 18009   100    9  151    3   49  404    0  6280   48  11   0  40
  2  423   0 11832    54    2   85    0   30  113    0   939    2   5   0  93
  3   49   0 3048    21    1   31    0    6   77    0   225    0   1   0  99
  4  492   0 11056    49    2   79    2   23  219    0  2869   21   5   0  74
  5  443   0 2470    31    3   37    0   11  127    0   406    1   4   0  95
  6  277   0 3006    29    3   41    0   12  141    0   523    1   3   0  96
  7  362   0 9751    42    1   64    0   13  185    0  1138    2   4   0  94
  8  499   0 3213    21    0   37    0   16  256    0   453    1   4   0  94
  9  692   0 8012    36    1   65    0   23  253    0   940    2   6   0  92
 10 2369   0 44435   211   11  368    2  110  927    0  4543    9  23   0  68
 11  450   0 24723    64    4  106    0   26  247    0  1584    2   7   0  91
 12 1174   0 6380    51    2   85    0   28  436    0  1190    4  10   0  86
 13  549   0 13893    71    1  130    0   29  309    0  1478    3   7   0  90
 14  679   0 8814    45    0   77    0   21  350    0  1059    2   7   0  91
 15  544   0 4676    37    0   69    0   20  225    0   668    1   5   0  94
 16  310   0 4329    16    0   27    0   10  134    0   436    1   3   0  96
 17  166   0 1462    18    2   26    0   10   62    0   221    0   1   0  98
 18  358   0 9347    36    2   54    1   15  205    0   705    5  19   0  76
 19 1038   0 23105   100    2  167    3   53  468    0  2156   12  42   0  46
 20  980   0 22706    95    4  161    1   41  435    0  1987    3  10   0  87
 21  500   0 2773    44    3   67    0   18  194    0   689    2   4   0  94
 22  283   0 14536    35    0   69    0   15  223    0  1059    1   4   0  95
 23  200   0 5194    21    0   33    0    9   94    0   421    1   2   0  97
 24  480   0 8883    43    4   71    0   20  189    0   815    1   5   0  94
 25  362   0 3890    39    0   64    0   15  222    0   687    1   3   0  96
 26  255   0 11473    46    0   68    0   15  158    0   820    1   3   0  96
 27  869   0 19125    72    3  128    0   32  448    0  2015    3   9   0  88
 28 1896   0 40162   151    2  266    3   80  903    0  3481   13  46   0  41
 29  722   0 12350    82    7  114    0   42  252    0  1521    2   7   0  91
 30  158   0 3181    17    0   26    0    8   54    0   460    1   1   0  98
 31  350   0 3488    16    0   27    0   10  134    0   364    1   3   0  95
 32  803   0 16305    50    0   93    0   29  352    0  1340    3   8   0  89
 33  371   0 13860    40    3   69    0   18  242    1  1083    2   5   0  93
 34  228   0 7553    88   29   96    1   19  126    0   833    1   3   0  96
 35  546   0 8971    46    2   71    1   23  270    0   879    2   5   0  93
 36  662   0 5031    44    2   68    0   27  285    0   748    2   5   0  93
 37 2395   0 45527   210    9  380    2  107 1243    0  5115    9  26   0  65
 38  629   0 12961    52    6   79    0   27  249    0  1126    2   6   0  92
 39  291   0 4533    25    2   33    0   11  165    0   417    1   3   0  96
 40  645   0 9806    49    1   83    0   27  393    0   775    2   6   0  92
 41  623   0 11207    74    2  112    1   28  376    0  2185    3  11   0  86
 42  544   0 8612    34    1   61    0   18  304    0   967    2   5   0  93
 43  413   0 2442    62    2   89    0   21  216    0   672    1   4   0  95
